Time,Title,Authors,Type
08:00,Registration
09:00,Opening
09:05,"<b>Keynote:</b> Scikit-learn: Engineering High-Quality Machine-Learning Software with a Community",Gaël Varoquaux,Keynote
10:00,Coffee
,<b>Session 1</b>
10:30,"Applying Graph Kernels to Model-Driven Engineering Problems","Robert Clarisó and Jordi Cabot",Paper
11:00,"Learning-Based Testing for Autonomous Systems using Spatial and Temporal Requirements","Hojat Khosrowjerdi and Karl Meinke",Paper
11:30,"Automatically Assessing Vulnerabilities Discovered by Compositional Analysis","Saahil Ognawala, Ricardo Nales Amato, Alexander Pretschner, and Pooja Kulkarni",Paper
12:00,Lunch
,<b>Session 2</b>
13:30,"A Deep Learning Approach to Program Similarity","Niccolò Marastoni, Roberto Giacobazzi, and Mila Dalla Preda",Paper
14:00,"A Language-Agnostic Model for Semantic Source Code Labeling","Ben Gelman, Bryan Hoyle, Jessica Moore, Joshua Saxe, and David Slater",Paper
14:30,"Fast Deployment and Scoring of Support Vector Machine Models in CPU and GPU","Oscar Castro-Lopez and Ines F. Vega-Lopez",Paper
15:00,Coffee
,"<b>Invited <a href=""http://lamda.nju.edu.cn/conf/softwaremining18/"">Software Mining Workshop</a> session</b>"
15:30,"See the Software Mining workshop <a href=""http://lamda.nju.edu.cn/conf/softwaremining18/program.html"">program</a> for details"
18:00,Closing
